,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,observed,expectation
6595,Male,0,Yes,No,4,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,3,4,No,0.0,0.26578498293515357
6596,Male,0,No,No,4,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,3,4,No,0.0,0.26578498293515357
6597,Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),2,1,Yes,1.0,0.26578498293515357
6598,Female,0,No,No,3,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),2,3,No,0.0,0.26578498293515357
6599,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,3,2,Yes,1.0,0.26578498293515357
6600,Female,0,Yes,Yes,0,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),1,0,Yes,1.0,0.26578498293515357
6601,Male,1,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),4,4,No,0.0,0.26578498293515357
6602,Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),4,3,No,0.0,0.26578498293515357
6603,Male,0,Yes,No,1,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),2,2,No,0.0,0.26578498293515357
6604,Male,0,Yes,Yes,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,0,No,0.0,0.26578498293515357
6605,Male,1,No,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),4,4,Yes,1.0,0.26578498293515357
6606,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,4,3,Yes,1.0,0.26578498293515357
6607,Male,0,No,Yes,0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,0,Yes,1.0,0.26578498293515357
6608,Male,0,No,No,2,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),1,2,Yes,1.0,0.26578498293515357
6609,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0,0,Yes,1.0,0.26578498293515357
6610,Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,3,1,No,0.0,0.26578498293515357
6611,Male,0,Yes,Yes,2,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),2,2,No,0.0,0.26578498293515357
6612,Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,2,0,Yes,1.0,0.26578498293515357
6613,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,0,No,0.0,0.26578498293515357
6614,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,2,No,0.0,0.26578498293515357
6615,Male,0,No,Yes,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1,1,No,0.0,0.26578498293515357
6616,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,4,Yes,1.0,0.26578498293515357
6617,Female,0,No,No,3,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),3,3,No,0.0,0.26578498293515357
6618,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),3,3,No,0.0,0.26578498293515357
6619,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),0,0,No,0.0,0.26578498293515357
6620,Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,3,0,Yes,1.0,0.26578498293515357
6621,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,2,No,0.0,0.26578498293515357
6622,Male,0,No,No,0,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),2,0,Yes,1.0,0.26578498293515357
6623,Male,1,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,0,Yes,1.0,0.26578498293515357
6624,Male,0,Yes,Yes,4,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),2,3,No,0.0,0.26578498293515357
6625,Female,1,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,3,2,Yes,1.0,0.26578498293515357
6626,Male,1,Yes,No,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,1,Yes,1.0,0.26578498293515357
6627,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,2,No,0.0,0.26578498293515357
6628,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,3,1,No,0.0,0.26578498293515357
6629,Female,1,Yes,No,4,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),3,4,No,0.0,0.26578498293515357
6630,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,2,2,No,0.0,0.26578498293515357
6631,Male,0,Yes,No,2,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),1,2,No,0.0,0.26578498293515357
6632,Female,0,Yes,No,2,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,2,3,Yes,1.0,0.26578498293515357
6633,Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,0,Yes,1.0,0.26578498293515357
6634,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),4,2,Yes,1.0,0.26578498293515357
6635,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,1,No,0.0,0.26578498293515357
6636,Female,0,Yes,Yes,1,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,2,1,No,0.0,0.26578498293515357
6637,Male,0,Yes,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),1,3,No,0.0,0.26578498293515357
6638,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,2,No,0.0,0.26578498293515357
6639,Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),4,4,No,0.0,0.26578498293515357
6640,Male,0,Yes,Yes,2,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Mailed check,1,2,No,0.0,0.26578498293515357
6641,Female,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,1,Yes,1.0,0.26578498293515357
6642,Male,0,No,No,2,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,2,2,No,0.0,0.26578498293515357
6643,Female,1,Yes,No,0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),2,0,No,0.0,0.26578498293515357
6644,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),4,4,No,0.0,0.26578498293515357
6645,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,0,No,0.0,0.26578498293515357
6646,Male,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,2,No,0.0,0.26578498293515357
6647,Female,0,Yes,Yes,4,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),2,4,No,0.0,0.26578498293515357
6648,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,1,No,0.0,0.26578498293515357
6649,Male,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0,0,No,0.0,0.26578498293515357
6650,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,0,No,0.0,0.26578498293515357
6651,Female,0,No,No,2,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,2,2,No,0.0,0.26578498293515357
6652,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0,1,No,0.0,0.26578498293515357
6653,Female,0,No,No,2,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,1,1,No,0.0,0.26578498293515357
6654,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,3,1,Yes,1.0,0.26578498293515357
6655,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,2,No,0.0,0.26578498293515357
6656,Male,0,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,2,No,0.0,0.26578498293515357
6657,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0,1,No,0.0,0.26578498293515357
6658,Male,1,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,3,3,Yes,1.0,0.26578498293515357
6659,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),3,4,No,0.0,0.26578498293515357
6660,Male,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,0,Yes,1.0,0.26578498293515357
6661,Female,0,Yes,Yes,4,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),1,3,No,0.0,0.26578498293515357
6662,Female,0,No,No,3,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),1,2,No,0.0,0.26578498293515357
6663,Female,0,No,No,0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,0,No,0.0,0.26578498293515357
6664,Female,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),4,3,No,0.0,0.26578498293515357
6665,Male,0,Yes,Yes,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),1,2,No,0.0,0.26578498293515357
6666,Female,1,Yes,No,2,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,3,3,No,0.0,0.26578498293515357
6667,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,3,1,Yes,1.0,0.26578498293515357
6668,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,4,3,No,0.0,0.26578498293515357
6669,Female,1,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,3,No,0.0,0.26578498293515357
6671,Female,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,4,4,No,0.0,0.26578498293515357
6672,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,1,No,0.0,0.26578498293515357
6673,Female,1,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,0,No,0.0,0.26578498293515357
6674,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,0,No,0.0,0.26578498293515357
6675,Female,0,No,No,2,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,2,3,No,0.0,0.26578498293515357
6676,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),3,3,No,0.0,0.26578498293515357
6677,Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,1,1,No,0.0,0.26578498293515357
6678,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,1,No,0.0,0.26578498293515357
6679,Female,0,Yes,No,3,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),1,3,No,0.0,0.26578498293515357
6680,Female,0,No,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,4,4,Yes,1.0,0.26578498293515357
6681,Male,1,No,No,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,3,1,Yes,1.0,0.26578498293515357
6682,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,3,4,No,0.0,0.26578498293515357
6683,Male,0,No,No,3,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,1,2,No,0.0,0.26578498293515357
6684,Female,0,No,Yes,1,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,1,1,No,0.0,0.26578498293515357
6685,Female,0,Yes,No,3,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),1,3,No,0.0,0.26578498293515357
6686,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),4,4,No,0.0,0.26578498293515357
6687,Female,1,Yes,No,0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,3,0,Yes,1.0,0.26578498293515357
6688,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,0,No,0.0,0.26578498293515357
6689,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),4,4,No,0.0,0.26578498293515357
6690,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,3,3,No,0.0,0.26578498293515357
6691,Female,0,No,No,2,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),1,2,No,0.0,0.26578498293515357
6692,Female,0,No,No,3,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),2,3,No,0.0,0.26578498293515357
6693,Female,0,No,No,2,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,2,No,0.0,0.26578498293515357
6694,Male,0,Yes,Yes,1,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),2,1,No,0.0,0.26578498293515357
6695,Female,0,Yes,Yes,4,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,2,4,No,0.0,0.26578498293515357
6696,Male,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,4,1,No,0.0,0.26578498293515357
6697,Female,0,No,No,2,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),3,3,No,0.0,0.26578498293515357
6698,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),3,3,No,0.0,0.26578498293515357
6699,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0,2,No,0.0,0.26578498293515357
6700,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),4,4,No,0.0,0.26578498293515357
6701,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),4,3,No,0.0,0.26578498293515357
6702,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,3,2,No,0.0,0.26578498293515357
6703,Female,0,No,No,0,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0,Yes,1.0,0.26578498293515357
6704,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,4,4,No,0.0,0.26578498293515357
6705,Male,0,Yes,Yes,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,1,2,No,0.0,0.26578498293515357
6706,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,0,No,0.0,0.26578498293515357
6707,Female,1,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),1,2,No,0.0,0.26578498293515357
6708,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,2,Yes,1.0,0.26578498293515357
6709,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,4,4,No,0.0,0.26578498293515357
6710,Female,0,Yes,Yes,3,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),2,3,No,0.0,0.26578498293515357
6711,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,4,No,0.0,0.26578498293515357
6712,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,3,3,No,0.0,0.26578498293515357
6713,Male,1,No,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,4,4,No,0.0,0.26578498293515357
6714,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,4,2,No,0.0,0.26578498293515357
6715,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,3,2,No,0.0,0.26578498293515357
6716,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2,0,Yes,1.0,0.26578498293515357
6717,Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,4,4,Yes,1.0,0.26578498293515357
6718,Male,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,2,0,Yes,1.0,0.26578498293515357
6719,Male,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1,2,No,0.0,0.26578498293515357
6720,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,3,4,No,0.0,0.26578498293515357
6721,Female,0,Yes,Yes,3,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),3,3,No,0.0,0.26578498293515357
6722,Female,1,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),4,4,No,0.0,0.26578498293515357
6723,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,1,No,0.0,0.26578498293515357
6724,Female,1,No,No,4,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),2,4,Yes,1.0,0.26578498293515357
6725,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),0,1,No,0.0,0.26578498293515357
6726,Female,1,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,2,0,Yes,1.0,0.26578498293515357
6727,Female,1,Yes,No,1,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,1,1,No,0.0,0.26578498293515357
6728,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,4,4,No,0.0,0.26578498293515357
6729,Male,0,Yes,Yes,4,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),2,4,No,0.0,0.26578498293515357
6730,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,1,No,0.0,0.26578498293515357
6731,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0,1,No,0.0,0.26578498293515357
6732,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,3,3,No,0.0,0.26578498293515357
6733,Male,0,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,1,2,No,0.0,0.26578498293515357
6734,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),1,1,Yes,1.0,0.26578498293515357
6735,Female,0,Yes,Yes,4,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),3,4,No,0.0,0.26578498293515357
6736,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0,2,No,0.0,0.26578498293515357
6737,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),4,4,No,0.0,0.26578498293515357
6738,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,0,No,0.0,0.26578498293515357
6739,Male,0,No,No,0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,0,No,0.0,0.26578498293515357
6740,Female,1,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),3,3,Yes,1.0,0.26578498293515357
6741,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,2,Yes,1.0,0.26578498293515357
6742,Male,0,Yes,Yes,3,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,3,3,No,0.0,0.26578498293515357
6743,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,0,0,No,0.0,0.26578498293515357
6744,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),4,4,No,0.0,0.26578498293515357
6745,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,4,4,Yes,1.0,0.26578498293515357
6746,Female,0,Yes,Yes,0,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,1,0,Yes,1.0,0.26578498293515357
6747,Female,0,Yes,No,3,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,1,2,No,0.0,0.26578498293515357
6748,Female,1,No,No,0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,3,0,Yes,1.0,0.26578498293515357
6749,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),3,4,No,0.0,0.26578498293515357
6750,Male,0,No,No,3,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),1,2,No,0.0,0.26578498293515357
6751,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,2,No,0.0,0.26578498293515357
6752,Female,0,No,No,1,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,1,1,No,0.0,0.26578498293515357
6753,Female,0,Yes,Yes,3,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),2,3,No,0.0,0.26578498293515357
6755,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,3,3,No,0.0,0.26578498293515357
6756,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),3,2,No,0.0,0.26578498293515357
6757,Male,0,Yes,Yes,3,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,2,3,Yes,1.0,0.26578498293515357
6758,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),0,1,No,0.0,0.26578498293515357
6759,Male,1,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),3,4,No,0.0,0.26578498293515357
6760,Male,0,No,Yes,0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,0,Yes,1.0,0.26578498293515357
6761,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0,0,No,0.0,0.26578498293515357
6762,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,1,2,Yes,1.0,0.26578498293515357
6763,Male,1,Yes,Yes,4,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),2,4,No,0.0,0.26578498293515357
